date,sku,opening_stock,received_units,units,closing_stock
2024-09-17,22632,435,0,17,418
2024-09-18,22632,418,0,16,402
2024-09-19,22632,402,0,17,385
2024-09-20,22632,385,0,20,365
2024-09-21,22632,365,0,21,344
2024-09-22,22632,344,0,20,324
2024-09-23,22632,324,0,16,308
2024-09-24,22632,308,0,16,292
2024-09-25,22632,292,0,16,276
2024-09-26,22632,276,0,16,260
2024-09-27,22632,260,0,20,240
2024-09-28,22632,240,0,20,220
2024-09-29,22632,220,0,20,200
2024-09-30,22632,200,0,17,183
2024-10-01,22632,183,0,17,166
2024-10-02,22632,166,0,17,149
2024-10-03,22632,149,0,19,130
2024-10-04,22632,130,0,18,112
2024-10-05,22632,112,0,21,91
2024-10-06,22632,91,0,20,71
2024-10-07,22632,71,268,15,324
2024-10-08,22632,324,0,15,309
2024-10-09,22632,309,0,18,291
2024-10-10,22632,291,0,18,273
2024-10-11,22632,273,0,19,254
2024-10-12,22632,254,0,20,234
2024-10-13,22632,234,0,19,215
2024-10-14,22632,215,0,17,198
2024-10-15,22632,198,0,17,181
2024-10-16,22632,181,0,18,163
2024-10-17,22632,163,0,18,145
2024-10-18,22632,145,0,20,125
2024-10-19,22632,125,0,22,103
2024-10-20,22632,103,0,19,84
2024-10-21,22632,84,255,15,324
2024-10-22,22632,324,0,16,308
2024-10-23,22632,308,0,18,290
2024-10-24,22632,290,0,17,273
2024-10-25,22632,273,0,18,255
2024-10-26,22632,255,0,22,233
2024-10-27,22632,233,0,21,212
2024-10-28,22632,212,0,15,197
2024-10-29,22632,197,0,18,179
2024-10-30,22632,179,0,16,163
2024-10-31,22632,163,0,17,146
2024-11-01,22632,146,0,19,127
2024-11-02,22632,127,0,22,105
2024-11-03,22632,105,0,21,84
2024-11-04,22632,84,255,15,324
2024-11-05,22632,324,0,17,307
2024-11-06,22632,307,0,17,290
2024-11-07,22632,290,0,17,273
2024-11-08,22632,273,0,20,253
2024-11-09,22632,253,0,21,232
2024-11-10,22632,232,0,20,212
2024-11-11,22632,212,0,17,195
2024-11-12,22632,195,0,16,179
2024-11-13,22632,179,0,17,162
2024-11-14,22632,162,0,19,143
2024-11-15,22632,143,0,19,124
2024-11-16,22632,124,0,20,104
2024-11-17,22632,104,0,20,84
2024-11-18,22632,84,257,16,325
2024-11-19,22632,325,0,18,307
2024-11-20,22632,307,0,17,290
2024-11-21,22632,290,0,18,272
2024-11-22,22632,272,0,18,254
2024-11-23,22632,254,0,21,233
2024-11-24,22632,233,0,21,212
2024-11-25,22632,212,0,16,196
2024-11-26,22632,196,0,17,179
2024-11-27,22632,179,0,17,162
2024-11-28,22632,162,0,18,144
2024-11-29,22632,144,0,18,126
2024-11-30,22632,126,0,21,105
2024-12-01,22632,105,0,21,84
2024-12-02,22632,84,256,15,325
2024-12-03,22632,325,0,17,308
2024-12-04,22632,308,0,17,291
2024-12-05,22632,291,0,19,272
2024-12-06,22632,272,0,20,252
2024-12-07,22632,252,0,20,232
2024-12-08,22632,232,0,21,211
2024-12-09,22632,211,0,17,194
2024-12-10,22632,194,0,15,179
2024-12-11,22632,179,0,16,163
2024-12-12,22632,163,0,17,146
2024-12-13,22632,146,0,19,127
2024-12-14,22632,127,0,22,105
2024-12-15,22632,105,0,21,84
2024-12-16,22632,84,252,17,319
2024-12-17,22632,319,0,16,303
2024-12-18,22632,303,0,17,286
2024-12-19,22632,286,0,18,268
2024-12-20,22632,268,0,18,250
2024-12-21,22632,250,0,21,229
2024-12-22,22632,229,0,21,208
2024-12-23,22632,208,0,15,193
2024-12-24,22632,193,0,18,175
2024-12-25,22632,175,0,16,159
2024-12-26,22632,159,0,16,143
2024-12-27,22632,143,0,18,125
2024-12-28,22632,125,0,22,103
2024-12-29,22632,103,0,19,84
2024-12-30,22632,84,249,16,317
2024-12-31,22632,317,0,15,302
2025-01-01,22632,302,0,17,285
2025-01-02,22632,285,0,17,268
2025-01-03,22632,268,0,18,250
2025-01-04,22632,250,0,21,229
2025-01-05,22632,229,0,21,208
2025-01-06,22632,208,0,16,192
2025-01-07,22632,192,0,16,176
2025-01-08,22632,176,0,17,159
2025-01-09,22632,159,0,18,141
2025-01-10,22632,141,0,18,123
2025-01-11,22632,123,0,20,103
2025-01-12,22632,103,0,19,84
2025-01-13,22632,84,244,15,313
2025-01-14,22632,313,0,15,298
2025-01-15,22632,298,0,15,283
2025-01-16,22632,283,0,16,267
2025-01-17,22632,267,0,18,249
2025-01-18,22632,249,0,21,228
2025-01-19,22632,228,0,20,208
2025-01-20,22632,208,0,16,192
2025-01-21,22632,192,0,17,175
2025-01-22,22632,175,0,16,159
2025-01-23,22632,159,0,17,142
2025-01-24,22632,142,0,18,124
2025-01-25,22632,124,0,20,104
2025-01-26,22632,104,0,20,84
2025-01-27,22632,84,244,15,313
2025-01-28,22632,313,0,17,296
2025-01-29,22632,296,0,17,279
2025-01-30,22632,279,0,16,263
2025-01-31,22632,263,0,17,246
2025-02-01,22632,246,0,21,225
2025-02-02,22632,225,0,19,206
2025-02-03,22632,206,0,16,190
2025-02-04,22632,190,0,15,175
2025-02-05,22632,175,0,16,159
2025-02-06,22632,159,0,17,142
2025-02-07,22632,142,0,18,124
2025-02-08,22632,124,0,21,103
2025-02-09,22632,103,0,19,84
2025-02-10,22632,84,239,16,307
2025-02-11,22632,307,0,15,292
2025-02-12,22632,292,0,16,276
2025-02-13,22632,276,0,17,259
2025-02-14,22632,259,0,19,240
2025-02-15,22632,240,0,20,220
2025-02-16,22632,220,0,18,202
2025-02-17,22632,202,0,16,186
2025-02-18,22632,186,0,16,170
2025-02-19,22632,170,0,17,153
2025-02-20,22632,153,0,15,138
2025-02-21,22632,138,0,16,122
2025-02-22,22632,122,0,19,103
2025-02-23,22632,103,0,19,84
2025-02-24,22632,84,0,14,70
2025-02-25,22632,70,244,14,300
2025-02-26,22632,300,0,15,285
2025-02-27,22632,285,0,16,269
2025-02-28,22632,269,0,17,252
2025-03-01,22632,252,0,19,233
2025-03-02,22632,233,0,18,215
2025-03-03,22632,215,0,13,202
2025-03-04,22632,202,0,16,186
2025-03-05,22632,186,0,17,169
2025-03-06,22632,169,0,17,152
2025-03-07,22632,152,0,18,134
2025-03-08,22632,134,0,19,115
2025-03-09,22632,115,0,17,98
2025-03-10,22632,98,0,14,84
2025-03-11,22632,84,225,16,293
2025-03-12,22632,293,0,14,279
2025-03-13,22632,279,0,15,264
2025-03-14,22632,264,0,18,246
2025-03-15,22632,246,0,19,227
2025-03-16,22632,227,0,18,209
2025-03-17,22632,209,0,15,194
2025-03-18,22632,194,0,14,180
2025-03-19,22632,180,0,15,165
2025-03-20,22632,165,0,15,150
2025-03-21,22632,150,0,16,134
2025-03-22,22632,134,0,18,116
2025-03-23,22632,116,0,18,98
2025-03-24,22632,98,0,14,84
2025-03-25,22632,84,222,15,291
2025-03-26,22632,291,0,15,276
2025-03-27,22632,276,0,15,261
2025-03-28,22632,261,0,16,245
2025-03-29,22632,245,0,18,227
2025-03-30,22632,227,0,18,209
2025-03-31,22632,209,0,14,195
2025-04-01,22632,195,0,15,180
2025-04-02,22632,180,0,16,164
2025-04-03,22632,164,0,15,149
2025-04-04,22632,149,0,17,132
2025-04-05,22632,132,0,18,114
2025-04-06,22632,114,0,16,98
2025-04-07,22632,98,0,14,84
2025-04-08,22632,84,0,14,70
2025-04-09,22632,70,230,14,286
2025-04-10,22632,286,0,15,271
2025-04-11,22632,271,0,16,255
2025-04-12,22632,255,0,17,238
2025-04-13,22632,238,0,16,222
2025-04-14,22632,222,0,14,208
2025-04-15,22632,208,0,13,195
2025-04-16,22632,195,0,14,181
2025-04-17,22632,181,0,15,166
2025-04-18,22632,166,0,17,149
2025-04-19,22632,149,0,19,130
2025-04-20,22632,130,0,18,112
2025-04-21,22632,112,0,15,97
2025-04-22,22632,97,0,13,84
2025-04-23,22632,84,0,13,71
2025-04-24,22632,71,225,14,282
2025-04-25,22632,282,0,16,266
2025-04-26,22632,266,0,17,249
2025-04-27,22632,249,0,17,232
2025-04-28,22632,232,0,14,218
2025-04-29,22632,218,0,13,205
2025-04-30,22632,205,0,15,190
2025-05-01,22632,190,0,15,175
2025-05-02,22632,175,0,16,159
2025-05-03,22632,159,0,19,140
2025-05-04,22632,140,0,17,123
2025-05-05,22632,123,0,14,109
2025-05-06,22632,109,0,12,97
2025-05-07,22632,97,0,13,84
2025-05-08,22632,84,207,16,275
2025-05-09,22632,275,0,16,259
2025-05-10,22632,259,0,16,243
2025-05-11,22632,243,0,17,226
2025-05-12,22632,226,0,14,212
2025-05-13,22632,212,0,14,198
2025-05-14,22632,198,0,13,185
2025-05-15,22632,185,0,15,170
2025-05-16,22632,170,0,14,156
2025-05-17,22632,156,0,17,139
2025-05-18,22632,139,0,16,123
2025-05-19,22632,123,0,13,110
2025-05-20,22632,110,0,12,98
2025-05-21,22632,98,0,14,84
2025-05-22,22632,84,0,14,70
2025-05-23,22632,70,220,15,275
2025-05-24,22632,275,0,17,258
2025-05-25,22632,258,0,16,242
2025-05-26,22632,242,0,13,229
2025-05-27,22632,229,0,13,216
2025-05-28,22632,216,0,13,203
2025-05-29,22632,203,0,15,188
2025-05-30,22632,188,0,16,172
2025-05-31,22632,172,0,17,155
2025-06-01,22632,155,0,17,138
2025-06-02,22632,138,0,12,126
2025-06-03,22632,126,0,13,113
2025-06-04,22632,113,0,15,98
2025-06-05,22632,98,0,14,84
2025-06-06,22632,84,0,14,70
2025-06-07,22632,70,219,18,271
2025-06-08,22632,271,0,16,255
2025-06-09,22632,255,0,13,242
2025-06-10,22632,242,0,13,229
2025-06-11,22632,229,0,14,215
2025-06-12,22632,215,0,14,201
2025-06-13,22632,201,0,15,186
2025-06-14,22632,186,0,18,168
2025-06-15,22632,168,0,16,152
2025-06-16,22632,152,0,13,139
2025-06-17,22632,139,0,13,126
2025-06-18,22632,126,0,14,112
2025-06-19,22632,112,0,13,99
2025-06-20,22632,99,0,15,84
2025-06-21,22632,84,199,17,266
2025-06-22,22632,266,0,16,250
2025-06-23,22632,250,0,12,238
2025-06-24,22632,238,0,12,226
2025-06-25,22632,226,0,12,214
2025-06-26,22632,214,0,14,200
2025-06-27,22632,200,0,15,185
2025-06-28,22632,185,0,18,167
2025-06-29,22632,167,0,16,151
2025-06-30,22632,151,0,14,137
2025-07-01,22632,137,0,13,124
2025-07-02,22632,124,0,13,111
2025-07-03,22632,111,0,13,98
2025-07-04,22632,98,0,14,84
2025-07-05,22632,84,200,17,267
2025-07-06,22632,267,0,16,251
2025-07-07,22632,251,0,14,237
2025-07-08,22632,237,0,13,224
2025-07-09,22632,224,0,13,211
2025-07-10,22632,211,0,13,198
2025-07-11,22632,198,0,16,182
2025-07-12,22632,182,0,17,165
2025-07-13,22632,165,0,16,149
2025-07-14,22632,149,0,12,137
2025-07-15,22632,137,0,12,125
2025-07-16,22632,125,0,13,112
2025-07-17,22632,112,0,14,98
2025-07-18,22632,98,0,14,84
2025-07-19,22632,84,203,17,270
2025-07-20,22632,270,0,17,253
2025-07-21,22632,253,0,13,240
2025-07-22,22632,240,0,13,227
2025-07-23,22632,227,0,13,214
2025-07-24,22632,214,0,14,200
2025-07-25,22632,200,0,14,186
2025-07-26,22632,186,0,16,170
2025-07-27,22632,170,0,15,155
2025-07-28,22632,155,0,14,141
2025-07-29,22632,141,0,13,128
2025-07-30,22632,128,0,14,114
2025-07-31,22632,114,0,14,100
2025-08-01,22632,100,0,16,84
2025-08-02,22632,84,201,18,267
2025-08-03,22632,267,0,15,252
2025-08-04,22632,252,0,13,239
2025-08-05,22632,239,0,13,226
2025-08-06,22632,226,0,14,212
2025-08-07,22632,212,0,14,198
2025-08-08,22632,198,0,15,183
2025-08-09,22632,183,0,18,165
2025-08-10,22632,165,0,15,150
2025-08-11,22632,150,0,12,138
2025-08-12,22632,138,0,12,126
2025-08-13,22632,126,0,14,112
2025-08-14,22632,112,0,14,98
2025-08-15,22632,98,0,14,84
2025-08-16,22632,84,207,18,273
2025-08-17,22632,273,0,15,258
2025-08-18,22632,258,0,13,245
2025-08-19,22632,245,0,14,231
2025-08-20,22632,231,0,15,216
2025-08-21,22632,216,0,13,203
2025-08-22,22632,203,0,15,188
2025-08-23,22632,188,0,17,171
2025-08-24,22632,171,0,17,154
2025-08-25,22632,154,0,14,140
2025-08-26,22632,140,0,14,126
2025-08-27,22632,126,0,13,113
2025-08-28,22632,113,0,13,100
2025-08-29,22632,100,0,16,84
2025-08-30,22632,84,203,18,269
2025-08-31,22632,269,0,16,253
2025-09-01,22632,253,0,13,240
2025-09-02,22632,240,0,14,226
2025-09-03,22632,226,0,13,213
2025-09-04,22632,213,0,14,199
2025-09-05,22632,199,0,15,184
2025-09-06,22632,184,0,16,168
2025-09-07,22632,168,0,16,152
2025-09-08,22632,152,0,13,139
2025-09-09,22632,139,0,13,126
2025-09-10,22632,126,0,13,113
2025-09-11,22632,113,0,13,100
2025-09-12,22632,100,0,16,84
2025-09-13,22632,84,206,17,273
2025-09-14,22632,273,0,15,258
2025-09-15,22632,258,0,14,244
2025-09-16,22632,244,0,14,230
2025-09-17,22632,230,0,13,217
2025-09-18,22632,217,0,15,202
2025-09-19,22632,202,0,16,186
2025-09-20,22632,186,0,17,169
2025-09-21,22632,169,0,17,152
2025-09-22,22632,152,0,14,138
2025-09-23,22632,138,0,12,126
2025-09-24,22632,126,0,13,113
2025-09-25,22632,113,0,14,99
2025-09-26,22632,99,0,15,84
2025-09-27,22632,84,210,17,277
2025-09-28,22632,277,0,17,260
2025-09-29,22632,260,0,13,247
2025-09-30,22632,247,0,13,234
2025-10-01,22632,234,0,13,221
2025-10-02,22632,221,0,13,208
2025-10-03,22632,208,0,15,193
2025-10-04,22632,193,0,18,175
2025-10-05,22632,175,0,17,158
2025-10-06,22632,158,0,14,144
2025-10-07,22632,144,0,15,129
2025-10-08,22632,129,0,15,114
2025-10-09,22632,114,0,14,100
2025-10-10,22632,100,0,16,84
2025-10-11,22632,84,207,16,275
2025-10-12,22632,275,0,15,260
2025-10-13,22632,260,0,13,247
2025-10-14,22632,247,0,15,232
2025-10-15,22632,232,0,14,218
2025-10-16,22632,218,0,15,203
2025-10-17,22632,203,0,16,187
2025-10-18,22632,187,0,17,170
2025-10-19,22632,170,0,17,153
2025-10-20,22632,153,0,12,141
2025-10-21,22632,141,0,12,129
2025-10-22,22632,129,0,15,114
2025-10-23,22632,114,0,14,100
2025-10-24,22632,100,0,16,84
2025-10-25,22632,84,210,17,277
2025-10-26,22632,277,0,16,261
2025-10-27,22632,261,0,13,248
2025-10-28,22632,248,0,13,235
2025-10-29,22632,235,0,15,220
2025-10-30,22632,220,0,15,205
2025-10-31,22632,205,0,15,190
2025-11-01,22632,190,0,17,173
2025-11-02,22632,173,0,17,156
2025-11-03,22632,156,0,14,142
2025-11-04,22632,142,0,14,128
2025-11-05,22632,128,0,14,114
2025-11-06,22632,114,0,14,100
2025-11-07,22632,100,0,16,84
2025-11-08,22632,84,210,17,277
2025-11-09,22632,277,0,17,260
2025-11-10,22632,260,0,12,248
2025-11-11,22632,248,0,14,234
2025-11-12,22632,234,0,14,220
2025-11-13,22632,220,0,15,205
2025-11-14,22632,205,0,16,189
2025-11-15,22632,189,0,17,172
2025-11-16,22632,172,0,17,155
2025-11-17,22632,155,0,14,141
2025-11-18,22632,141,0,13,128
2025-11-19,22632,128,0,15,113
2025-11-20,22632,113,0,15,98
2025-11-21,22632,98,0,14,84
2025-11-22,22632,84,204,18,270
2025-11-23,22632,270,0,16,254
2025-11-24,22632,254,0,14,240
2025-11-25,22632,240,0,13,227
2025-11-26,22632,227,0,14,213
2025-11-27,22632,213,0,14,199
2025-11-28,22632,199,0,15,184
2025-11-29,22632,184,0,16,168
2025-11-30,22632,168,0,16,152
2025-12-01,22632,152,0,12,140
2025-12-02,22632,140,0,13,127
2025-12-03,22632,127,0,14,113
2025-12-04,22632,113,0,14,99
2025-12-05,22632,99,0,15,84
2025-12-06,22632,84,206,18,272
2025-12-07,22632,272,0,17,255
2025-12-08,22632,255,0,13,242
2025-12-09,22632,242,0,14,228
2025-12-10,22632,228,0,15,213
2025-12-11,22632,213,0,13,200
2025-12-12,22632,200,0,16,184
2025-12-13,22632,184,0,16,168
2025-12-14,22632,168,0,16,152
2025-12-15,22632,152,0,12,140
2025-12-16,22632,140,0,12,128
2025-12-17,22632,128,0,14,114
2025-12-18,22632,114,0,14,100
2025-12-19,22632,100,0,16,84
2025-12-20,22632,84,207,18,273
2025-12-21,22632,273,0,17,256
2025-12-22,22632,256,0,13,243
2025-12-23,22632,243,0,14,229
2025-12-24,22632,229,0,15,214
2025-12-25,22632,214,0,13,201
2025-12-26,22632,201,0,16,185
2025-12-27,22632,185,0,17,168
2025-12-28,22632,168,0,17,151
2025-12-29,22632,151,0,13,138
2025-12-30,22632,138,0,12,126
2025-12-31,22632,126,0,14,112
2026-01-01,22632,112,0,13,99
2026-01-02,22632,99,0,15,84
2026-01-03,22632,84,198,16,266
2026-01-04,22632,266,0,15,251
2026-01-05,22632,251,0,12,239
2026-01-06,22632,239,0,14,225
2026-01-07,22632,225,0,12,213
2026-01-08,22632,213,0,15,198
2026-01-09,22632,198,0,14,184
2026-01-10,22632,184,0,16,168
2026-01-11,22632,168,0,15,153
2026-01-12,22632,153,0,13,140
2026-01-13,22632,140,0,13,127
2026-01-14,22632,127,0,14,113
2026-01-15,22632,113,0,15,98
2026-01-16,22632,98,0,14,84
2026-01-17,22632,84,202,16,270
2026-01-18,22632,270,0,17,253
2026-01-19,22632,253,0,13,240
2026-01-20,22632,240,0,14,226
2026-01-21,22632,226,0,14,212
2026-01-22,22632,212,0,13,199
2026-01-23,22632,199,0,15,184
2026-01-24,22632,184,0,16,168
2026-01-25,22632,168,0,15,153
2026-01-26,22632,153,0,14,139
2026-01-27,22632,139,0,14,125
2026-01-28,22632,125,0,13,112
2026-01-29,22632,112,0,14,98
2026-01-30,22632,98,0,14,84
2026-01-31,22632,84,196,17,263
2026-02-01,22632,263,0,17,246
2026-02-02,22632,246,0,12,234
2026-02-03,22632,234,0,12,222
2026-02-04,22632,222,0,14,208
2026-02-05,22632,208,0,13,195
2026-02-06,22632,195,0,15,180
2026-02-07,22632,180,0,17,163
2026-02-08,22632,163,0,15,148
2026-02-09,22632,148,0,11,137
2026-02-10,22632,137,0,13,124
2026-02-11,22632,124,0,13,111
2026-02-12,22632,111,0,14,97
2026-02-13,22632,97,0,13,84
2026-02-14,22632,84,190,17,257
2026-02-15,22632,257,0,14,243
2026-02-16,22632,243,0,11,232
2026-02-17,22632,232,0,12,220
2026-02-18,22632,220,0,13,207
2026-02-19,22632,207,0,13,194
2026-02-20,22632,194,0,15,179
2026-02-21,22632,179,0,16,163
2026-02-22,22632,163,0,14,149
2026-02-23,22632,149,0,12,137
2026-02-24,22632,137,0,11,126
2026-02-25,22632,126,0,13,113
2026-02-26,22632,113,0,14,99
2026-02-27,22632,99,0,15,84
2026-02-28,22632,84,179,16,247
2026-03-01,22632,247,0,14,233
2026-03-02,22632,233,0,13,220
2026-03-03,22632,220,0,11,209
2026-03-04,22632,209,0,11,198
2026-03-05,22632,198,0,12,186
2026-03-06,22632,186,0,14,172
2026-03-07,22632,172,0,14,158
2026-03-08,22632,158,0,14,144
2026-03-09,22632,144,0,12,132
2026-03-10,22632,132,0,11,121
2026-03-11,22632,121,0,11,110
2026-03-12,22632,110,0,13,97
2026-03-13,22632,97,0,13,84
2026-03-14,22632,84,174,15,243
2026-03-15,22632,243,0,15,228
2026-03-16,22632,228,0,11,217
2026-03-17,22632,217,0,12,205
2026-03-18,22632,205,0,11,194
2026-03-19,22632,194,0,12,182
2026-03-20,22632,182,0,13,169
2026-03-21,22632,169,0,14,155
2026-03-22,22632,155,0,14,141
2026-03-23,22632,141,0,11,130
2026-03-24,22632,130,0,11,119
2026-03-25,22632,119,0,11,108
2026-03-26,22632,108,0,12,96
2026-03-27,22632,96,0,12,84
2026-03-28,22632,84,0,14,70
2026-03-29,22632,70,189,14,245
2026-03-30,22632,245,0,12,233
2026-03-31,22632,233,0,10,223
2026-04-01,22632,223,0,10,213
2026-04-02,22632,213,0,13,200
2026-04-03,22632,200,0,13,187
2026-04-04,22632,187,0,14,173
2026-04-05,22632,173,0,15,158
2026-04-06,22632,158,0,11,147
2026-04-07,22632,147,0,10,137
2026-04-08,22632,137,0,13,124
2026-04-09,22632,124,0,11,113
2026-04-10,22632,113,0,14,99
2026-04-11,22632,99,0,15,84
2026-04-12,22632,84,0,14,70
2026-04-13,22632,70,184,10,244
2026-04-14,22632,244,0,12,232
2026-04-15,22632,232,0,12,220
2026-04-16,22632,220,0,13,207
2026-04-17,22632,207,0,13,194
2026-04-18,22632,194,0,13,181
2026-04-19,22632,181,0,14,167
2026-04-20,22632,167,0,10,157
2026-04-21,22632,157,0,11,146
2026-04-22,22632,146,0,12,134
2026-04-23,22632,134,0,11,123
2026-04-24,22632,123,0,13,110
2026-04-25,22632,110,0,13,97
2026-04-26,22632,97,0,13,84
2026-04-27,22632,84,0,10,74
2026-04-28,22632,74,178,10,242
2026-04-29,22632,242,0,12,230
2026-04-30,22632,230,0,13,217
2026-05-01,22632,217,0,12,205
2026-05-02,22632,205,0,13,192
2026-05-03,22632,192,0,13,179
2026-05-04,22632,179,0,11,168
2026-05-05,22632,168,0,10,158
2026-05-06,22632,158,0,11,147
2026-05-07,22632,147,0,11,136
2026-05-08,22632,136,0,13,123
2026-05-09,22632,123,0,15,108
2026-05-10,22632,108,0,13,95
2026-05-11,22632,95,0,11,84
2026-05-12,22632,84,0,11,73
2026-05-13,22632,73,174,10,237
2026-05-14,22632,237,0,11,226
2026-05-15,22632,226,0,13,213
2026-05-16,22632,213,0,14,199
2026-05-17,22632,199,0,12,187
2026-05-18,22632,187,0,9,178
2026-05-19,22632,178,0,11,167
2026-05-20,22632,167,0,11,156
2026-05-21,22632,156,0,12,144
2026-05-22,22632,144,0,13,131
2026-05-23,22632,131,0,12,119
2026-05-24,22632,119,0,14,105
2026-05-25,22632,105,0,10,95
2026-05-26,22632,95,0,11,84
2026-05-27,22632,84,0,10,74
2026-05-28,22632,74,166,10,230
2026-05-29,22632,230,0,12,218
2026-05-30,22632,218,0,12,206
2026-05-31,22632,206,0,12,194
2026-06-01,22632,194,0,10,184
2026-06-02,22632,184,0,10,174
2026-06-03,22632,174,0,10,164
2026-06-04,22632,164,0,11,153
2026-06-05,22632,153,0,12,141
2026-06-06,22632,141,0,14,127
2026-06-07,22632,127,0,13,114
2026-06-08,22632,114,0,10,104
2026-06-09,22632,104,0,10,94
2026-06-10,22632,94,0,10,84
2026-06-11,22632,84,0,11,73
2026-06-12,22632,73,168,12,229
2026-06-13,22632,229,0,14,215
2026-06-14,22632,215,0,13,202
2026-06-15,22632,202,0,9,193
2026-06-16,22632,193,0,10,183
2026-06-17,22632,183,0,11,172
2026-06-18,22632,172,0,11,161
2026-06-19,22632,161,0,12,149
2026-06-20,22632,149,0,13,136
2026-06-21,22632,136,0,11,125
2026-06-22,22632,125,0,10,115
2026-06-23,22632,115,0,11,104
2026-06-24,22632,104,0,10,94
2026-06-25,22632,94,0,10,84
2026-06-26,22632,84,0,12,72
2026-06-27,22632,72,169,13,228
2026-06-28,22632,228,0,13,215
2026-06-29,22632,215,0,9,206
2026-06-30,22632,206,0,9,197
2026-07-01,22632,197,0,12,185
2026-07-02,22632,185,0,11,174
2026-07-03,22632,174,0,10,164
2026-07-04,22632,164,0,14,150
2026-07-05,22632,150,0,13,137
2026-07-06,22632,137,0,9,128
2026-07-07,22632,128,0,10,118
2026-07-08,22632,118,0,12,106
2026-07-09,22632,106,0,10,96
2026-07-10,22632,96,0,12,84
2026-07-11,22632,84,0,13,71
2026-07-12,22632,71,167,13,225
2026-07-13,22632,225,0,8,217
2026-07-14,22632,217,0,10,207
2026-07-15,22632,207,0,10,197
2026-07-16,22632,197,0,12,185
2026-07-17,22632,185,0,12,173
2026-07-18,22632,173,0,13,160
2026-07-19,22632,160,0,11,149
2026-07-20,22632,149,0,11,138
2026-07-21,22632,138,0,11,127
2026-07-22,22632,127,0,9,118
2026-07-23,22632,118,0,10,108
2026-07-24,22632,108,0,12,96
2026-07-25,22632,96,0,12,84
2026-07-26,22632,84,0,12,72
2026-07-27,22632,72,164,10,226
2026-07-28,22632,226,0,10,216
2026-07-29,22632,216,0,10,206
2026-07-30,22632,206,0,9,197
2026-07-31,22632,197,0,11,186
2026-08-01,22632,186,0,14,172
2026-08-02,22632,172,0,11,161
2026-08-03,22632,161,0,11,150
2026-08-04,22632,150,0,11,139
2026-08-05,22632,139,0,9,130
2026-08-06,22632,130,0,11,119
2026-08-07,22632,119,0,11,108
2026-08-08,22632,108,0,12,96
2026-08-09,22632,96,0,12,84
2026-08-10,22632,84,0,10,74
2026-08-11,22632,74,152,9,217
2026-08-12,22632,217,0,10,207
2026-08-13,22632,207,0,11,196
2026-08-14,22632,196,0,12,184
2026-08-15,22632,184,0,12,172
2026-08-16,22632,172,0,12,160
2026-08-17,22632,160,0,9,151
2026-08-18,22632,151,0,9,142
2026-08-19,22632,142,0,11,131
2026-08-20,22632,131,0,10,121
2026-08-21,22632,121,0,12,109
2026-08-22,22632,109,0,14,95
2026-08-23,22632,95,0,11,84
2026-08-24,22632,84,765,9,840
2026-08-25,22632,840,0,9,831
2026-08-26,22632,831,0,12,819
2026-08-27,22632,819,0,11,808
2026-08-28,22632,808,0,11,797
2026-08-29,22632,797,0,14,783
2026-08-30,22632,783,0,13,770
2026-08-31,22632,770,0,9,761
2026-09-01,22632,761,0,10,751
2026-09-02,22632,751,0,10,741
2026-09-03,22632,741,0,11,730
2026-09-04,22632,730,0,10,720
2026-09-05,22632,720,0,14,706
2026-09-06,22632,706,0,12,694
2026-09-07,22632,694,0,10,684
2026-09-08,22632,684,0,10,674
2026-09-09,22632,674,0,10,664
2026-09-10,22632,664,0,11,653
2026-09-11,22632,653,0,13,640
2026-09-12,22632,640,0,12,628
2026-09-13,22632,628,0,14,614
2024-09-14,84879,520,0,21,499
2024-09-15,84879,499,0,19,480
2024-09-16,84879,480,0,15,465
2024-09-17,84879,465,0,16,449
2024-09-18,84879,449,0,17,432
2024-09-19,84879,432,0,18,414
2024-09-20,84879,414,0,18,396
2024-09-21,84879,396,0,22,374
2024-09-22,84879,374,0,20,354
2024-09-23,84879,354,0,17,337
2024-09-24,84879,337,0,16,321
2024-09-25,84879,321,0,18,303
2024-09-26,84879,303,0,19,284
